accuracy,epoch,step,train_acc,train_loss,val_acc,val_loss
,0,49,,2.223968029022217,,
,0,99,,1.8997516632080078,,
,0,149,,1.288474202156067,,
,0,199,,0.8144861459732056,,
,0,249,,0.6852589249610901,,
,0,299,,0.6153782606124878,,
,0,349,,0.600637674331665,,
,0,399,,0.33661702275276184,,
,0,449,,0.44445520639419556,,
,0,499,,0.45319148898124695,,
,0,549,,0.24926379323005676,,
,0,599,,0.4521549344062805,,
,0,649,,0.42515307664871216,,
,0,699,,0.4518660604953766,,
,0,749,,0.36324962973594666,,
,0,799,,0.20026613771915436,,
,0,849,,0.4312343895435333,,
,0,859,,,0.8862000107765198,0.3894779682159424
,0,859,0.7786727547645569,,,
,1,899,,0.48626282811164856,,
,1,949,,0.1640050709247589,,
,1,999,,0.337879478931427,,
,1,1049,,0.20614150166511536,,
,1,1099,,0.24520166218280792,,
,1,1149,,0.481234073638916,,
,1,1199,,0.6790339350700378,,
,1,1249,,0.4463752508163452,,
,1,1299,,0.3998508155345917,,
,1,1349,,0.20851199328899384,,
,1,1399,,0.3968863785266876,,
,1,1449,,0.26069530844688416,,
,1,1499,,0.2685803771018982,,
,1,1549,,0.28252607583999634,,
,1,1599,,0.3139133155345917,,
,1,1649,,0.1208745688199997,,
,1,1699,,0.16999077796936035,,
,1,1719,,,0.91839998960495,0.29038044810295105
,1,1719,0.9118909239768982,,,
,2,1749,,0.4553738832473755,,
,2,1799,,0.2770884931087494,,
,2,1849,,0.18548494577407837,,
,2,1899,,0.14569810032844543,,
,2,1949,,0.23469051718711853,,
,2,1999,,0.30780142545700073,,
,2,2049,,0.24068057537078857,,
,2,2099,,0.22557362914085388,,
,2,2149,,0.24559296667575836,,
,2,2199,,0.27364733815193176,,
,2,2249,,0.3153744637966156,,
,2,2299,,0.42342981696128845,,
,2,2349,,0.3823695778846741,,
,2,2399,,0.11001090705394745,,
,2,2449,,0.18908965587615967,,
,2,2499,,0.1721474677324295,,
,2,2549,,0.2640617787837982,,
,2,2579,,,0.9318000078201294,0.23004207015037537
,2,2579,0.9315817952156067,,,
,3,2599,,0.1385018229484558,,
,3,2649,,0.1766889989376068,,
,3,2699,,0.09851772338151932,,
,3,2749,,0.5559000372886658,,
,3,2799,,0.1852097511291504,,
,3,2849,,0.07184834033250809,,
,3,2899,,0.12470170110464096,,
,3,2949,,0.19616162776947021,,
,3,2999,,0.0741027221083641,,
,3,3049,,0.1191905215382576,,
,3,3099,,0.17111515998840332,,
,3,3149,,0.3867543935775757,,
,3,3199,,0.3575909435749054,,
,3,3249,,0.1883798986673355,,
,3,3299,,0.19260479509830475,,
,3,3349,,0.2333688884973526,,
,3,3399,,0.1021227240562439,,
,3,3439,,,0.9440000057220459,0.19643574953079224
,3,3439,0.943854570388794,,,
,4,3449,,0.11689119786024094,,
,4,3499,,0.10278136283159256,,
,4,3549,,0.14484483003616333,,
,4,3599,,0.23055218160152435,,
,4,3649,,0.16195636987686157,,
,4,3699,,0.09583157300949097,,
,4,3749,,0.1654561161994934,,
,4,3799,,0.18473628163337708,,
,4,3849,,0.08084791153669357,,
,4,3899,,0.12284455448389053,,
,4,3949,,0.31675443053245544,,
,4,3999,,0.13527917861938477,,
,4,4049,,0.07442570477724075,,
,4,4099,,0.062145549803972244,,
,4,4149,,0.21034513413906097,,
,4,4199,,0.1962638646364212,,
,4,4249,,0.24071228504180908,,
,4,4299,,0.15635530650615692,,
,4,4299,,,0.9399999976158142,0.21397322416305542
,4,4299,0.95127272605896,,,
,5,4349,,0.08284490555524826,,
,5,4399,,0.2898375391960144,,
,5,4449,,0.33749330043792725,,
,5,4499,,0.10432202368974686,,
,5,4549,,0.16808615624904633,,
,5,4599,,0.15778088569641113,,
,5,4649,,0.11840517073869705,,
,5,4699,,0.1317884773015976,,
,5,4749,,0.16291826963424683,,
,5,4799,,0.11902854591608047,,
,5,4849,,0.11244896799325943,,
,5,4899,,0.08227790147066116,,
,5,4949,,0.11529760807752609,,
,5,4999,,0.09633968770503998,,
,5,5049,,0.05333450436592102,,
,5,5099,,0.12117891758680344,,
,5,5149,,0.4324788749217987,,
,5,5159,,,0.9531999826431274,0.16098590195178986
,5,5159,0.9588545560836792,,,
,6,5199,,0.0745939090847969,,
,6,5249,,0.09042887389659882,,
,6,5299,,0.07635706663131714,,
,6,5349,,0.07647392153739929,,
,6,5399,,0.08481328934431076,,
,6,5449,,0.1331186592578888,,
,6,5499,,0.14659233391284943,,
,6,5549,,0.16384905576705933,,
,6,5599,,0.12203210592269897,,
,6,5649,,0.18079957365989685,,
,6,5699,,0.11884959787130356,,
,6,5749,,0.20268219709396362,,
,6,5799,,0.07395725697278976,,
,6,5849,,0.14934231340885162,,
,6,5899,,0.052138518542051315,,
,6,5949,,0.26115289330482483,,
,6,5999,,0.036316029727458954,,
,6,6019,,,0.9534000158309937,0.1631876528263092
,6,6019,0.9635999798774719,,,
,7,6049,,0.027606965973973274,,
,7,6099,,0.13965748250484467,,
,7,6149,,0.1275409758090973,,
,7,6199,,0.1263214498758316,,
,7,6249,,0.08129193633794785,,
,7,6299,,0.10601669549942017,,
,7,6349,,0.17950502038002014,,
,7,6399,,0.14924924075603485,,
,7,6449,,0.10038686543703079,,
,7,6499,,0.14143890142440796,,
,7,6549,,0.22917383909225464,,
,7,6599,,0.044250406324863434,,
,7,6649,,0.2512664496898651,,
,7,6699,,0.04026167467236519,,
,7,6749,,0.1189102828502655,,
,7,6799,,0.2539769113063812,,
