accuracy,epoch,step,train_acc,train_loss,val_acc,val_loss
,4,3949,,0.11544250696897507,,
,4,3999,,0.18554970622062683,,
,4,4049,,0.15957143902778625,,
,4,4099,,0.19930176436901093,,
,4,4149,,0.16706673800945282,,
,4,4199,,0.13926401734352112,,
,4,4249,,0.11180650442838669,,
,4,4299,,0.12236478924751282,,
,4,4299,,,0.9459999799728394,0.1811130940914154
,4,4299,0.9537272453308105,,,
,5,4349,,0.1028178408741951,,
,5,4399,,0.19031868875026703,,
,5,4449,,0.24675653874874115,,
,5,4499,,0.23058569431304932,,
,5,4549,,0.16627466678619385,,
,5,4599,,0.03321506828069687,,
,5,4649,,0.08973879367113113,,
,5,4699,,0.08792790025472641,,
,5,4749,,0.19226711988449097,,
,5,4799,,0.05633009225130081,,
,5,4849,,0.1681867241859436,,
,5,4899,,0.23857049643993378,,
,5,4949,,0.11620134860277176,,
,5,4999,,0.46310654282569885,,
,5,5049,,0.04404294490814209,,
,5,5099,,0.21729539334774017,,
,5,5149,,0.06660173088312149,,
,5,5159,,,0.9509999752044678,0.16401776671409607
,5,5159,0.9598181843757629,,,
,6,5199,,0.17115835845470428,,
,6,5249,,0.36280590295791626,,
,6,5299,,0.13247929513454437,,
,6,5349,,0.11742895841598511,,
,6,5399,,0.21758238971233368,,
,6,5449,,0.13674424588680267,,
,6,5499,,0.21551565825939178,,
,6,5549,,0.17750194668769836,,
,6,5599,,0.020820017904043198,,
,6,5649,,0.15164318680763245,,
,6,5699,,0.05167176574468613,,
,6,5749,,0.17195099592208862,,
,6,5799,,0.14622971415519714,,
,6,5849,,0.08539069443941116,,
,6,5899,,0.030721895396709442,,
,6,5949,,0.07222644239664078,,
,6,5999,,0.1307743340730667,,
,6,6019,,,0.9575999975204468,0.14456996321678162
,6,6019,0.9641090631484985,,,
,7,6049,,0.07094570994377136,,
,7,6099,,0.10153046995401382,,
,7,6149,,0.06450359523296356,,
,7,6199,,0.12821193039417267,,
,7,6249,,0.12028273195028305,,
,7,6299,,0.1349879503250122,,
,7,6349,,0.08328340947628021,,
,7,6399,,0.15250557661056519,,
,7,6449,,0.02336202748119831,,
,7,6499,,0.09857791662216187,,
,7,6549,,0.06687506288290024,,
,7,6599,,0.09302575141191483,,
,7,6649,,0.11073125153779984,,
,7,6699,,0.0692383423447609,,
,7,6749,,0.0987100601196289,,
,7,6799,,0.24867196381092072,,
,7,6849,,0.19112218916416168,,
,7,6879,,,0.9581999778747559,0.13780857622623444
,7,6879,0.9677818417549133,,,
,8,6899,,0.08326514810323715,,
,8,6949,,0.06159048154950142,,
,8,6999,,0.041773732751607895,,
,8,7049,,0.06403069943189621,,
,8,7099,,0.07868524640798569,,
,8,7149,,0.10597927123308182,,
,8,7199,,0.16054069995880127,,
,8,7249,,0.17421835660934448,,
,8,7299,,0.15113402903079987,,
,8,7349,,0.10612484812736511,,
,8,7399,,0.14919492602348328,,
,8,7449,,0.04107058048248291,,
,8,7499,,0.1043819934129715,,
,8,7549,,0.1243753433227539,,
,8,7599,,0.08363374322652817,,
,8,7649,,0.06551232188940048,,
,8,7699,,0.16301916539669037,,
,8,7739,,,0.9571999907493591,0.1370110958814621
,8,7739,0.9712908864021301,,,
,9,7749,,0.025546228513121605,,
,9,7799,,0.05667981505393982,,
,9,7849,,0.06727397441864014,,
,9,7899,,0.1978590488433838,,
,9,7949,,0.12095693498849869,,
,9,7999,,0.043874263763427734,,
,9,8049,,0.06433811038732529,,
,9,8099,,0.051263585686683655,,
,9,8149,,0.1293945610523224,,
,9,8199,,0.15291717648506165,,
,9,8249,,0.05629314109683037,,
,9,8299,,0.21932953596115112,,
,9,8349,,0.05944038927555084,,
,9,8399,,0.062325190752744675,,
,9,8449,,0.05760348215699196,,
,9,8499,,0.17505064606666565,,
,9,8549,,0.06558050215244293,,
,9,8599,,0.34056758880615234,,
,9,8599,,,0.9606000185012817,0.13114234805107117
,9,8599,0.9731818437576294,,,
0.9753454327583313,10,8600,,,,
0.9606000185012817,10,8600,,,,
0.9667999744415283,10,8600,,,,
