epoch,step,train_loss,val_loss
0,49,2.215275764465332,
0,99,1.9165281057357788,
0,149,1.1854060888290405,
0,199,0.7203590273857117,
0,249,0.7779579162597656,
0,299,0.4760940968990326,
0,349,0.6589303612709045,
0,399,0.4772345721721649,
0,449,0.3717835247516632,
0,499,0.2929331958293915,
0,549,0.28630760312080383,
0,599,0.40764448046684265,
0,649,0.4911634027957916,
0,699,0.48020634055137634,
0,749,0.6236348748207092,
0,799,0.40123018622398376,
0,849,0.27585408091545105,
0,859,,0.38338741660118103
1,899,0.15429362654685974,
1,949,0.43361198902130127,
1,999,0.3450970947742462,
1,1049,0.3481789529323578,
1,1099,0.528922975063324,
1,1149,0.36544057726860046,
1,1199,0.3790617287158966,
1,1249,0.2897150218486786,
1,1299,0.43567073345184326,
1,1349,0.35734453797340393,
1,1399,0.32920175790786743,
1,1449,0.3372863829135895,
1,1499,0.2936895787715912,
1,1549,0.5115858316421509,
1,1599,0.1368052363395691,
1,1649,0.23443005979061127,
1,1699,0.30595651268959045,
1,1719,,0.33898594975471497
2,1749,0.1768421232700348,
2,1799,0.2409863919019699,
2,1849,0.2526392340660095,
2,1899,0.21819862723350525,
2,1949,0.2080036699771881,
2,1999,0.16222617030143738,
2,2049,0.3524912893772125,
2,2099,0.19040565192699432,
2,2149,0.2511129379272461,
2,2199,0.11426197737455368,
2,2249,0.15939074754714966,
2,2299,0.1296137124300003,
2,2349,0.23200319707393646,
2,2399,0.13781796395778656,
2,2449,0.2116316258907318,
2,2499,0.23791088163852692,
2,2549,0.23589324951171875,
2,2579,,0.27495285868644714
3,2599,0.17940741777420044,
3,2649,0.2153780311346054,
3,2699,0.19776996970176697,
3,2749,0.3898092806339264,
3,2799,0.06506400555372238,
3,2849,0.15390999615192413,
3,2899,0.1387007087469101,
3,2949,0.2070024013519287,
3,2999,0.31135380268096924,
3,3049,0.14946062862873077,
3,3099,0.27250936627388,
3,3149,0.17328913509845734,
3,3199,0.16851495206356049,
3,3249,0.18215155601501465,
3,3299,0.1777433156967163,
3,3349,0.2059471160173416,
3,3399,0.2142959088087082,
3,3439,,0.207001730799675
4,3449,0.22631749510765076,
4,3499,0.14990410208702087,
4,3549,0.15642662346363068,
4,3599,0.100193552672863,
4,3649,0.10708639770746231,
4,3699,0.07958449423313141,
4,3749,0.07073269039392471,
4,3799,0.24523216485977173,
4,3849,0.17024073004722595,
4,3899,0.038971707224845886,
4,3949,0.04772869497537613,
4,3999,0.10073330998420715,
4,4049,0.057694725692272186,
4,4099,0.16534562408924103,
4,4149,0.1371212750673294,
4,4199,0.05778305232524872,
4,4249,0.1823810487985611,
4,4299,0.09869908541440964,
4,4299,,0.17378075420856476
5,4349,0.11645234376192093,
5,4399,0.17473162710666656,
5,4449,0.1344616711139679,
5,4499,0.12469304352998734,
5,4549,0.025769662111997604,
5,4599,0.1256776750087738,
5,4649,0.19267253577709198,
5,4699,0.0966784805059433,
5,4749,0.06981915980577469,
5,4799,0.11618626117706299,
5,4849,0.17948251962661743,
5,4899,0.15722626447677612,
5,4949,0.14399996399879456,
5,4999,0.10297327488660812,
5,5049,0.1010064035654068,
5,5099,0.15473875403404236,
5,5149,0.06277844309806824,
5,5159,,0.15942852199077606
6,5199,0.24793389439582825,
6,5249,0.136681467294693,
6,5299,0.19656489789485931,
6,5349,0.19426770508289337,
6,5399,0.10514295101165771,
6,5449,0.09704238176345825,
6,5499,0.12883257865905762,
6,5549,0.07086100429296494,
6,5599,0.07814586162567139,
6,5649,0.13516290485858917,
6,5699,0.08434053510427475,
6,5749,0.05724428966641426,
6,5799,0.04893188551068306,
6,5849,0.15053662657737732,
6,5899,0.153411865234375,
6,5949,0.1388058364391327,
6,5999,0.042208537459373474,
6,6019,,0.1468861997127533
7,6049,0.028509998694062233,
7,6099,0.08979187905788422,
7,6149,0.15643325448036194,
7,6199,0.1291196495294571,
7,6249,0.020907046273350716,
7,6299,0.1035551205277443,
7,6349,0.12986476719379425,
7,6399,0.0755811557173729,
7,6449,0.16197247803211212,
7,6499,0.049196187406778336,
7,6549,0.037318263202905655,
7,6599,0.10849976539611816,
7,6649,0.04022063687443733,
7,6699,0.15252719819545746,
7,6749,0.1376393437385559,
7,6799,0.06668493151664734,
7,6849,0.08292379230260849,
7,6879,,0.13917575776576996
8,6899,0.1062355786561966,
8,6949,0.05331592261791229,
8,6999,0.1480734497308731,
8,7049,0.08792509883642197,
8,7099,0.1260477602481842,
8,7149,0.26634758710861206,
8,7199,0.08170690387487411,
8,7249,0.23083622753620148,
8,7299,0.032576125115156174,
8,7349,0.051326096057891846,
8,7399,0.1045631542801857,
8,7449,0.12378279864788055,
8,7499,0.06096665933728218,
8,7549,0.05209336802363396,
8,7599,0.11379053443670273,
8,7649,0.029864894226193428,
8,7699,0.16650329530239105,
8,7739,,0.1373281478881836
9,7749,0.03150416165590286,
9,7799,0.050099927932024,
9,7849,0.02797936089336872,
9,7899,0.2225525826215744,
9,7949,0.05392470210790634,
9,7999,0.16891391575336456,
9,8049,0.14490114152431488,
9,8099,0.039072904735803604,
9,8149,0.032835010439157486,
9,8199,0.035604316741228104,
9,8249,0.0217874888330698,
9,8299,0.033991578966379166,
9,8349,0.049168579280376434,
9,8399,0.08724764734506607,
9,8449,0.1850021779537201,
9,8499,0.05245316028594971,
9,8549,0.12118764966726303,
9,8599,0.03161722794175148,
9,8599,,0.13418304920196533
